[2025-03-29_06:47:44] Total Functions: 2747, Hited Functions: 107 [ 3.895158% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:11:07] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:12:08] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:13:09] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:14:10] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:15:11] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:16:12] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:17:13] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:18:14] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:19:15] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:20:16] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:21:17] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:22:18] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:23:19] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:24:20] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:25:21] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:26:22] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:27:23] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:28:24] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:29:25] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:30:26] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:31:27] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:32:28] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:33:29] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:34:30] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:35:31] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:36:32] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:37:33] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:38:34] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:39:35] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:40:36] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:41:37] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:42:38] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:43:39] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:44:40] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:45:41] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:46:42] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:47:44] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:48:45] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:50:59] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:52:00] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:53:01] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:54:02] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:56:58] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:58:11] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_07:59:12] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:00:13] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:01:14] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:02:15] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:03:16] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:04:17] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:05:18] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:06:19] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:07:20] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:08:21] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:09:22] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:10:23] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:11:24] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:12:25] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:13:26] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:14:27] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:15:28] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:16:29] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:17:30] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:18:31] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:19:32] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:20:33] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:21:34] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:22:35] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:23:36] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:24:37] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:25:44] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:26:45] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:27:46] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:28:47] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:29:48] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:30:49] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:31:50] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:32:51] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:33:52] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:34:53] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:35:54] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:36:55] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:37:56] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:38:57] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:39:58] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:40:59] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:42:00] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:43:01] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:44:02] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:45:03] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:46:04] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:47:05] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:48:06] Total Functions: 2747, Hited Functions: 190 [ 6.916636% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:49:07] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:50:08] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:54:27] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:55:30] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:56:31] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:57:32] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_08:58:38] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:01:14] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:02:15] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:03:17] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:04:18] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:05:19] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:08:52] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:09:56] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:10:57] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:11:58] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:12:59] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:16:08] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:17:09] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:18:10] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:19:11] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:20:12] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:23:40] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:24:43] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:25:44] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:26:45] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:27:46] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:30:59] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:32:14] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:33:18] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:34:19] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:35:20] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:36:21] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:37:22] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:38:23] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:39:24] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:40:25] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:42:31] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:44:26] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:45:27] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:46:28] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:47:29] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:48:30] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:49:31] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:50:32] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:51:33] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:52:34] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:53:35] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:54:36] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:55:37] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:56:38] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:57:39] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:58:44] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_09:59:45] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:00:46] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:01:47] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:02:48] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:03:49] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:04:54] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:05:55] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:06:57] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:07:58] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:08:59] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:10:00] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:12:53] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:13:54] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:14:55] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:15:56] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:16:57] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:18:03] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:19:44] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:21:51] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:22:52] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:23:53] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:24:54] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:25:55] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:26:56] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:27:57] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:28:58] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:29:59] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:31:00] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:32:01] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:33:02] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:34:03] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:35:04] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:36:05] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:37:06] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:38:07] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:39:08] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:40:09] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:41:10] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:42:33] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:43:34] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:45:03] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:46:04] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:47:05] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:48:06] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:49:07] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:50:08] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:51:09] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
[2025-03-29_10:52:10] Total Functions: 2747, Hited Functions: 193 [ 7.025846% ], Hited Edges: 0, Total Edges: 7149
