[2025-04-06_00:54:49] Total Functions: 843, Hited Functions: 29 [ 3.440095% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:01:58] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:02:59] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:04:00] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:05:01] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:06:02] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:07:03] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:08:04] Total Functions: 847, Hited Functions: 230 [ 27.154664% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:09:05] Total Functions: 847, Hited Functions: 237 [ 27.981110% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:10:06] Total Functions: 847, Hited Functions: 238 [ 28.099174% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:11:07] Total Functions: 847, Hited Functions: 239 [ 28.217237% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:12:08] Total Functions: 847, Hited Functions: 239 [ 28.217237% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:13:09] Total Functions: 847, Hited Functions: 240 [ 28.335301% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:14:10] Total Functions: 847, Hited Functions: 240 [ 28.335301% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:15:11] Total Functions: 847, Hited Functions: 240 [ 28.335301% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:16:12] Total Functions: 847, Hited Functions: 240 [ 28.335301% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:17:13] Total Functions: 847, Hited Functions: 240 [ 28.335301% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:18:14] Total Functions: 847, Hited Functions: 241 [ 28.453365% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:19:15] Total Functions: 847, Hited Functions: 242 [ 28.571429% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:20:16] Total Functions: 847, Hited Functions: 243 [ 28.689492% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:21:17] Total Functions: 847, Hited Functions: 243 [ 28.689492% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:22:18] Total Functions: 847, Hited Functions: 243 [ 28.689492% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:23:19] Total Functions: 847, Hited Functions: 243 [ 28.689492% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:24:20] Total Functions: 847, Hited Functions: 243 [ 28.689492% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:25:21] Total Functions: 847, Hited Functions: 248 [ 29.279811% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:26:22] Total Functions: 847, Hited Functions: 248 [ 29.279811% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:27:23] Total Functions: 847, Hited Functions: 248 [ 29.279811% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:28:24] Total Functions: 847, Hited Functions: 248 [ 29.279811% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:29:25] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:30:26] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:31:27] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:32:28] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:33:29] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:34:30] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:35:31] Total Functions: 848, Hited Functions: 251 [ 29.599057% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:36:32] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:37:33] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:38:34] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:39:35] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:40:36] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:41:37] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:42:38] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:43:39] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:44:40] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:45:41] Total Functions: 848, Hited Functions: 252 [ 29.716981% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:46:42] Total Functions: 849, Hited Functions: 253 [ 29.799764% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:47:43] Total Functions: 849, Hited Functions: 253 [ 29.799764% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:48:44] Total Functions: 849, Hited Functions: 253 [ 29.799764% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:49:45] Total Functions: 849, Hited Functions: 253 [ 29.799764% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:50:46] Total Functions: 849, Hited Functions: 253 [ 29.799764% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:51:47] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:52:49] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:53:50] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:54:51] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:55:52] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:56:53] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:57:54] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:58:55] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_02:59:56] Total Functions: 849, Hited Functions: 254 [ 29.917550% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:00:57] Total Functions: 849, Hited Functions: 255 [ 30.035336% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:01:58] Total Functions: 849, Hited Functions: 255 [ 30.035336% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:02:59] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:04:00] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:05:01] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:06:02] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:07:03] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:08:04] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:09:05] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:10:06] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:11:07] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:12:08] Total Functions: 850, Hited Functions: 256 [ 30.117647% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:13:09] Total Functions: 850, Hited Functions: 257 [ 30.235294% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:14:10] Total Functions: 850, Hited Functions: 257 [ 30.235294% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:15:11] Total Functions: 850, Hited Functions: 257 [ 30.235294% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:16:12] Total Functions: 850, Hited Functions: 257 [ 30.235294% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:17:13] Total Functions: 850, Hited Functions: 258 [ 30.352941% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:18:14] Total Functions: 850, Hited Functions: 258 [ 30.352941% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:19:15] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:20:16] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:21:17] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:22:18] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:23:19] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:24:20] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:25:21] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:26:22] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:27:23] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:28:24] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:29:25] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:30:26] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:31:27] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:32:28] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:33:29] Total Functions: 851, Hited Functions: 259 [ 30.434783% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:34:30] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:35:31] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:36:32] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:37:33] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:38:34] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:39:35] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:40:36] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:41:37] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:42:38] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:43:39] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:44:40] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:45:41] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:46:42] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:47:43] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:48:44] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:49:45] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:50:46] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:51:47] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:52:48] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:53:49] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:54:50] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:55:51] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:56:52] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:57:53] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:58:54] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_03:59:55] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:00:56] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:01:57] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:02:58] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:03:59] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:05:00] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:06:01] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:07:02] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:08:03] Total Functions: 851, Hited Functions: 260 [ 30.552291% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:09:04] Total Functions: 851, Hited Functions: 264 [ 31.022327% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:10:06] Total Functions: 851, Hited Functions: 264 [ 31.022327% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:11:07] Total Functions: 851, Hited Functions: 264 [ 31.022327% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:12:08] Total Functions: 851, Hited Functions: 264 [ 31.022327% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:13:09] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:14:10] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:15:11] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:16:12] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:17:13] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:18:14] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:19:15] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:20:16] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:21:17] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:22:18] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:23:19] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:24:20] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:25:21] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:26:22] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:27:23] Total Functions: 852, Hited Functions: 266 [ 31.220657% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:28:24] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:29:25] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:30:26] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:31:27] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:32:28] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:33:29] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:34:30] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:35:31] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:36:32] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:37:33] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
[2025-04-06_04:38:34] Total Functions: 852, Hited Functions: 267 [ 31.338028% ], Hited Edges: 0, Total Edges: 2852
