[2025-03-29_06:47:44] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_07:57:53] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_07:58:54] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_07:59:55] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:00:56] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:01:57] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:02:58] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:03:59] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:05:00] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:06:01] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:07:02] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:08:03] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:09:04] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:10:05] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:11:06] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:12:07] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:13:08] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:14:09] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:15:10] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:16:11] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:17:12] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:18:13] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:19:14] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:20:15] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:21:16] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:22:17] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:23:18] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:24:19] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:25:20] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:26:21] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:27:22] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:28:23] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:29:24] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:30:25] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:31:26] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:32:27] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:33:28] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:34:29] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:35:30] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:36:31] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:37:32] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:38:33] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:39:34] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:40:35] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:41:36] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:42:37] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:43:38] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:44:39] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:45:40] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:46:41] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:47:42] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:48:43] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:49:44] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:50:45] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:51:46] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:52:47] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:53:48] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:54:49] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:55:50] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:56:51] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:57:52] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:58:53] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_08:59:54] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:00:55] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:01:56] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:02:57] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:03:58] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:04:59] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:06:00] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:07:01] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:08:02] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:09:03] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:10:04] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:11:05] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:12:06] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:13:07] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:14:08] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:15:09] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:16:10] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:17:11] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:18:12] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:19:13] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:20:14] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:21:15] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:22:16] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:23:17] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:24:18] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:25:19] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:26:20] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:27:21] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:28:22] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:29:23] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:30:24] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:31:25] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:32:26] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:33:27] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:34:28] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:35:29] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:36:30] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:37:31] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:38:32] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:39:33] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:40:34] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:41:35] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:42:36] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:43:37] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:44:38] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:45:39] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:46:40] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:47:41] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:48:42] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:49:43] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:50:44] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:51:45] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:52:46] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:53:47] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:54:48] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:55:49] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:56:50] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:57:51] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:58:52] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_09:59:53] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:00:54] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:01:55] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:02:56] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:03:57] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:04:58] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:05:59] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:07:00] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:08:01] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:09:02] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:10:03] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:11:04] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:12:05] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:13:06] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:14:07] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:15:08] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:16:09] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:17:10] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:18:11] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:19:12] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:20:13] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:21:14] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:22:15] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:23:16] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:24:17] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:25:18] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:26:19] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
[2025-03-29_10:27:20] Total Functions: 2493, Hited Functions: 55 [ 2.206177% ], Hited Edges: 0, Total Edges: 6369
